# Sensor type: Thingy
# Activity type: Miscellaneous movements
# Activity subtype: Normal
# Subject id: s2016022
# Notes: 
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
1696173061584,-0.8935547,0.12695312,0.27148438,0.46875,-31.78125,-33.65625,0.0,0.0,0.0
1696173061646,-0.8173828,0.091796875,0.21582031,-10.875,-30.5625,-47.03125,0.0,0.0,0.0
1696173061675,-0.7714844,0.0107421875,0.2998047,-26.28125,-40.09375,-63.5625,0.0,0.0,0.0
1696173061734,-0.7841797,-0.32910156,0.34570312,-41.90625,-59.5,-82.65625,0.0,0.0,0.0
1696173061764,-0.78515625,-0.29296875,0.40722656,-2.84375,-100.4375,-99.28125,13.625,-51.875,-90.625
1696173061794,-0.6201172,-0.21875,0.29589844,-22.375,-88.84375,-108.1875,0.0,0.0,0.0
1696173061855,-0.80859375,-0.43945312,0.40234375,-39.03125,-80.0,-103.40625,0.0,0.0,0.0
1696173061884,-0.88964844,-0.36523438,0.51953125,-28.84375,-70.125,-98.34375,0.0,0.0,0.0
1696173061914,-0.6533203,-0.57910156,0.6152344,-44.28125,-76.46875,-108.78125,0.0,0.0,0.0
1696173061975,-0.63964844,-0.51953125,0.7001953,-0.4375,-107.03125,-88.59375,0.0,0.0,0.0
1696173062005,-0.46484375,-1.3720703,1.1054688,-3.5625,-115.65625,-83.9375,0.0,0.0,0.0
1696173062034,-0.41796875,-0.8574219,1.0136719,24.40625,-80.5,-10.875,0.0,0.0,0.0
1696173062095,-0.013671875,-0.81152344,0.8222656,-7.46875,-24.03125,-19.6875,0.0,0.0,0.0
1696173062124,-0.22070312,-0.86328125,0.4873047,3.8125,-7.0,1.25,0.0,0.0,0.0
1696173062154,-0.27246094,-0.5986328,0.4951172,22.0625,-8.59375,-4.96875,0.0,0.0,0.0
1696173062215,-0.29101562,-0.53808594,0.63964844,25.78125,-1.15625,-0.34375,0.0,0.0,0.0
