,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,1697605965,0.86499023,-1.1358032,0.30584717,-5.34375,-2.109375,-27.015625
1,1697606005,0.4736328,-1.2632446,0.39813232,1.34375,12.859375,5.859375
2,1697606045,0.31176758,-0.9902954,0.24334717,-1.90625,4.28125,0.375
3,1697606085,-0.28564453,-1.5337524,-0.97320557,59.921875,46.609375,-0.359375
4,1697606125,1.536377,-2.0,-0.6572876,32.203125,-6.84375,52.875
5,1697606165,1.6787109,-1.4038696,0.016540527,-54.84375,-19.1875,1.921875
6,1697606205,-0.35229492,-0.7210083,0.260437,26.859375,-49.8125,-0.125
7,1697606245,-1.2150879,-1.0620728,-0.057434082,27.609375,-33.765625,-3.90625
8,1697606285,0.7451172,-0.33233643,-0.08258057,-19.171875,-13.140625,28.765625
9,1697606325,1.4111328,-0.24908447,-0.26153564,35.34375,-53.328125,6.71875
10,1697606365,0.33813477,-0.8442993,-0.32574463,65.375,-75.5625,-35.703125
11,1697606405,-0.611084,-1.7007446,-0.1182251,16.078125,-61.4375,-10.890625
12,1697606445,0.28686523,-0.74176025,0.04119873,10.140625,-30.953125,16.40625
13,1697606485,0.71533203,-0.534729,-0.15240479,4.984375,-49.140625,-0.34375
14,1697606525,1.59375,-1.9846802,-0.42266846,29.875,-13.28125,15.4375
15,1697606565,0.28173828,-2.0,-0.24371338,37.9375,16.5625,14.65625
16,1697606605,0.28808594,-1.5317993,0.29071045,1.375,0.90625,12.078125
17,1697606645,1.0539551,-0.9072876,0.32489014,-45.796875,1.59375,13.0625
18,1697606685,0.3540039,-0.4800415,-0.0491333,14.28125,-8.3125,23.671875
19,1697606725,-0.28344727,-0.62945557,-0.14434814,14.734375,-13.171875,-19.1875
20,1697606765,0.2355957,-0.40679932,0.027770996,0.8125,-6.34375,8.4375
21,1697606805,0.43139648,-0.32403564,0.066589355,16.1875,8.96875,-3.390625
22,1697606845,0.14086914,-0.44976807,0.12957764,13.59375,-0.984375,-13.671875
23,1697606885,0.080322266,-0.70098877,0.050231934,14.3125,-23.5,-10.9375
24,1697606925,0.1628418,-0.9163208,-0.010314941,5.15625,-52.328125,-12.8125
25,1697606965,0.17944336,-1.0147095,-0.12921143,-1.3125,-15.234375,-9.390625
26,1697607005,0.20239258,-1.1304321,-0.18634033,22.3125,10.84375,-11.78125
27,1697607045,0.68066406,-1.380188,-0.027160645,-0.359375,28.546875,-20.46875
28,1697607085,1.999939,-2.0,0.038269043,11.609375,-27.859375,10.734375
29,1697607125,0.50561523,-1.7578735,0.4869995,9.0,-19.25,-2.828125
30,1697607165,-1.0256348,-0.83551025,-0.21392822,-33.59375,22.359375,-14.34375
31,1697607205,-0.28149414,0.0099487305,-0.16217041,52.078125,40.21875,35.484375
32,1697607245,0.8925781,0.09906006,0.12884521,-26.25,30.6875,23.578125
33,1697607285,0.40185547,-0.40509033,-0.08258057,-13.171875,-20.34375,1.1875
34,1697607325,-0.099121094,-0.7420044,0.22503662,-5.640625,26.984375,-14.5625
35,1697607365,0.027832031,-0.87994385,0.2609253,-32.328125,10.78125,-9.109375
36,1697607405,0.31567383,-0.6860962,0.18182373,-33.15625,11.0625,-21.578125
37,1697607445,0.8544922,-0.9639282,0.06097412,-22.625,7.875,-13.28125
