,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,1697605965,-0.20092773,-1.2195435,0.39471436,0.234375,-0.6875,-5.921875
1,1697606005,-0.01586914,-1.0759888,0.37786865,2.28125,-4.953125,-1.28125
2,1697606045,-0.1184082,-0.7444458,0.25360107,3.53125,5.171875,7.890625
3,1697606085,-0.0390625,-0.44244385,0.2008667,0.421875,10.15625,-5.015625
4,1697606125,-0.16821289,-0.67755127,0.20916748,-5.46875,6.796875,-8.9375
5,1697606165,-0.3618164,-1.2227173,0.30926514,-2.875,9.546875,-13.953125
6,1697606205,-0.0715332,-1.3789673,0.31756592,1.765625,1.296875,-3.28125
7,1697606245,-0.16699219,-1.2622681,0.37786865,3.28125,-5.65625,12.671875
8,1697606285,-0.2956543,-0.92437744,0.33441162,4.15625,-7.765625,7.078125
9,1697606325,-0.25585938,-0.7473755,0.23651123,3.328125,2.828125,-0.375
10,1697606365,-0.15478516,-0.6018677,0.17352295,1.46875,5.09375,-0.046875
11,1697606405,-0.004638672,-0.5112915,0.15789795,-6.03125,-1.40625,4.296875
12,1697606445,-0.011230469,-0.9998169,0.30218506,-5.125,-7.015625,-6.859375
13,1697606485,0.0021972656,-1.5078735,0.52679443,-6.203125,-13.09375,-4.53125
14,1697606525,-0.10595703,-1.328186,0.47161865,4.390625,1.3125,8.140625
15,1697606565,-0.22314453,-1.0432739,0.35638428,1.984375,-4.5625,-2.328125
16,1697606605,-0.06347656,-0.8406372,0.30584717,8.140625,3.359375,2.828125
17,1697606645,-0.037841797,-0.6211548,0.18499756,5.796875,9.859375,9.296875
18,1697606685,-0.028564453,-0.4085083,0.25238037,4.875,13.390625,-4.046875
19,1697606725,-0.24267578,-0.76153564,0.21087646,-9.3125,10.484375,-9.671875
20,1697606765,-0.27734375,-1.3369751,0.34735107,-4.09375,7.640625,-20.84375
21,1697606805,0.015380859,-1.4639282,0.3475952,1.859375,-0.890625,3.40625
22,1697606845,-0.22241211,-1.2034302,0.4454956,3.046875,-5.0,13.21875
23,1697606885,-0.32910156,-0.91412354,0.3390503,1.0625,-5.546875,-1.46875
24,1697606925,-0.21655273,-0.7822876,0.24578857,4.234375,3.234375,1.296875
25,1697606965,-0.111572266,-0.6589966,0.16131592,-0.015625,-1.265625,2.59375
26,1697607005,-0.041992188,-0.5252075,0.18743896,-4.734375,-5.984375,4.046875
27,1697607045,0.028076172,-0.82891846,0.35906982,-1.3125,-9.234375,-2.640625
