,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,1697605965,0.095458984,-0.9807739,-0.21636963,-8.359375,-7.859375,6.640625
1,1697606005,0.06225586,-0.973938,-0.33721924,-13.3125,-1.015625,6.234375
2,1697606045,0.11352539,-0.9702759,-0.25860596,-9.796875,3.796875,5.453125
3,1697606085,0.1628418,-0.9951782,-0.21124268,-20.59375,16.046875,11.15625
4,1697606125,0.1352539,-0.93634033,-0.22955322,-29.140625,12.171875,3.59375
5,1697606165,0.064941406,-1.006897,-0.11505127,-10.328125,1.171875,-1.703125
6,1697606205,0.046875,-0.9541626,-0.17584229,-1.4375,4.90625,5.625
7,1697606245,0.18774414,-0.97442627,-0.08770752,1.640625,-2.53125,-6.015625
8,1697606285,0.06665039,-0.9612427,-0.1609497,6.484375,-8.0,-4.140625
9,1697606325,0.087402344,-1.0217896,-0.22076416,4.875,-4.140625,-2.734375
10,1697606365,0.11743164,-0.95318604,-0.19488525,-1.203125,-2.90625,1.90625
11,1697606405,0.071777344,-0.9644165,-0.14361572,-4.171875,1.25,0.859375
12,1697606445,0.08178711,-1.024231,-0.093322754,-7.296875,7.109375,3.328125
13,1697606485,0.18945312,-0.9065552,-0.27301025,-29.578125,12.90625,6.078125
14,1697606525,0.115234375,-1.1018677,0.08148193,-11.734375,6.984375,-13.203125
15,1697606565,-0.025146484,-0.8862915,-0.008605957,2.34375,-10.203125,8.390625
16,1697606605,0.09106445,-1.013977,-0.17047119,-5.8125,3.421875,-6.828125
17,1697606645,0.068603516,-0.9678345,-0.09820557,-3.1875,-2.734375,-0.71875
18,1697606685,0.09082031,-1.0274048,-0.16168213,-5.046875,0.21875,-2.03125
19,1697606725,0.1472168,-1.0046997,-0.19073486,-1.453125,2.4375,1.015625
20,1697606765,0.07299805,-0.9824829,-0.08453369,-3.96875,2.5,1.171875
21,1697606805,0.080566406,-0.97003174,-0.06964111,-7.71875,5.53125,1.296875
22,1697606845,0.115478516,-1.0962524,-0.06890869,-3.78125,16.734375,3.796875
23,1697606885,0.14355469,-0.817688,-0.04058838,-31.53125,15.21875,7.0625
24,1697606925,-0.12207031,-1.0994263,0.051940918,13.3125,-3.09375,-15.671875
25,1697606965,0.26293945,-0.9065552,-0.11846924,6.921875,-2.375,12.484375
26,1697607005,-0.010498047,-0.97125244,-0.108947754,-3.40625,1.484375,-4.953125
27,1697607045,0.14404297,-1.0332642,-0.117248535,-2.90625,-4.015625,0.359375
28,1697607085,0.12988281,-0.9937134,-0.144104,0.640625,-3.359375,1.875
29,1697607125,0.10522461,-0.9956665,-0.07891846,-1.34375,-0.453125,1.3125
30,1697607165,0.064697266,-0.98443604,-0.02960205,-3.90625,1.203125,3.15625
31,1697607205,0.06713867,-0.991272,-0.011779785,-1.953125,5.0,2.890625
32,1697607245,0.0009765625,-0.9273071,-0.34918213,-3.4375,12.75,3.15625
33,1697607285,0.20922852,-1.1228638,0.18475342,-11.84375,5.015625,-3.84375
34,1697607325,-0.1574707,-0.92974854,-0.07183838,9.140625,4.25,0.71875
35,1697607365,0.2668457,-1.0115356,-0.16827393,1.375,3.5,-0.984375
36,1697607405,0.055664062,-0.9829712,-0.10650635,2.3125,4.109375,-0.671875
37,1697607445,0.15039062,-0.9758911,-0.11968994,0.859375,2.9375,3.234375
38,1697607485,0.103759766,-0.9961548,-0.0647583,-0.109375,2.796875,3.203125
39,1697607525,0.10253906,-0.9902954,-0.07672119,-0.171875,2.46875,2.53125
40,1697607565,0.099609375,-0.9866333,-0.04107666,-4.390625,2.765625,1.515625
41,1697607605,0.10229492,-0.99005127,-0.08770752,0.03125,3.84375,3.015625
42,1697607645,0.061767578,-1.0401001,-0.36480713,-0.390625,7.3125,-2.640625
43,1697607685,0.21728516,-1.0896606,0.14202881,-6.5,-0.796875,-7.640625
44,1697607725,-0.0078125,-0.9324341,-0.08843994,-7.078125,0.53125,7.765625
45,1697607765,0.09277344,-1.0195923,-0.06915283,1.0625,-4.09375,-11.3125
46,1697607805,0.1315918,-0.9624634,-0.1104126,-3.09375,-3.25,-2.453125
47,1697607845,0.12158203,-0.989563,-0.12774658,-0.9375,-3.90625,-2.515625
48,1697607885,0.099609375,-0.9937134,-0.07501221,-2.234375,-1.640625,0.34375
49,1697607925,0.05078125,-0.98687744,-0.047424316,-1.578125,0.84375,0.84375
50,1697607965,0.091796875,-0.96417236,-0.04107666,-1.953125,1.796875,1.359375
51,1697608005,0.10229492,-0.9402466,-0.085510254,-1.59375,6.5625,4.421875
52,1697608045,0.12792969,-1.0823364,-0.24005127,-3.40625,5.90625,0.984375
53,1697608085,0.140625,-1.0891724,0.07366943,-1.078125,-2.46875,-7.71875
54,1697608125,0.06738281,-0.94244385,-0.1272583,-4.390625,2.4375,4.546875
55,1697608165,0.100097656,-0.94415283,-0.0725708,2.890625,0.46875,-1.625
56,1697608205,0.05053711,-1.0342407,-0.081848145,7.625,2.5,-8.03125
57,1697608245,0.17138672,-0.9758911,-0.17633057,9.640625,-4.25,-2.859375
58,1697608285,0.010498047,-0.96661377,0.018493652,12.6875,-1.625,-2.21875
59,1697608325,0.10473633,-0.98687744,0.04901123,12.984375,2.84375,1.34375
60,1697608365,0.08129883,-0.944397,-0.11578369,20.59375,1.140625,4.515625
61,1697608405,0.071777344,-1.0164185,-0.19464111,15.578125,-1.390625,0.203125
62,1697608445,0.12475586,-1.0176392,-0.20465088,17.9375,-2.078125,-0.65625
63,1697608485,0.0871582,-1.0317993,-0.27105713,14.984375,-1.765625,-7.703125
64,1697608525,0.044677734,-0.9216919,-0.30645752,10.921875,0.328125,-7.28125
65,1697608565,0.07348633,-0.9158325,-0.30523682,13.765625,-3.53125,-5.109375
66,1697608605,0.036621094,-0.9026489,-0.30548096,9.40625,-3.140625,-4.71875
67,1697608645,0.041015625,-0.866272,-0.33087158,6.84375,-2.125,-2.46875
68,1697608685,0.064697266,-0.7632446,-0.2949829,4.78125,-5.109375,1.09375
69,1697608725,0.09741211,-1.0657349,-0.31500244,8.765625,-8.390625,-0.1875
70,1697608765,-0.040771484,-0.9277954,-0.33673096,-5.171875,-7.65625,6.65625
71,1697608805,0.13989258,-1.000061,-0.3032837,-14.984375,-2.953125,6.3125
72,1697608845,0.030029297,-1.0112915,-0.21661377,-14.546875,0.59375,3.859375
73,1697608885,0.13769531,-0.9282837,-0.25811768,-14.328125,1.890625,2.5625
74,1697608925,0.0087890625,-0.9834595,-0.23370361,-10.265625,6.765625,2.109375
75,1697608965,0.11328125,-0.9282837,-0.5303345,-11.640625,-3.84375,5.984375
76,1697609005,0.2849121,-0.862854,-0.144104,-23.484375,2.859375,1.828125
77,1697609045,-0.13476562,-0.94537354,-0.081604004,-8.125,4.328125,-4.0
